title,published_at,channel_title,like_count,comment,commenter_id,comment_published_at
,,,,That Jonathan Pokluda is a huge creep,UCWd7UeV-rb5aAUSlHJADNJA,2023-01-13T03:45:07Z
,,,,"When people like Jonathan Pokluda compare the abuse of real-world people to the &quot;abuse&quot; that happens to &quot;God&#39;s children,&quot; it makes me want to throw a fucking frying pan at this guy&#39;s face.  Shit like this is a prime example for why I have such low tolerance for religious delusion.",UCTT0ZwCGUDFwxxRYttf9jLQ,2023-01-13T02:14:56Z
,,,,I get cringe from thet Mark Clark guy! his voice is pure evil! please pitch his voice in the next episodes.,UCRTMSBs2bVPQ_g-B2hPlwUg,2023-01-13T02:09:05Z
,,,,It is odd that the argument that many of the Evangelical preachers is more Epicurean than the Gospel they claim to believe in.,UCO08BteNUNDWmWJkh-d0oqQ,2023-01-13T01:22:23Z
,,,,It&#39;s just hilarious watching pastors say these things now that I&#39;m aware of it.  Sad and scary that anyone has ever twisted their mind to fit into that mold.,UCpgCrJj1TSatHkXhl2jFe8w,2023-01-13T01:16:24Z
,,,,"Why are Christians so angry? Maybe because they are constantly being told that the world is going to hell right now!!! Homosexuals, &amp; Abortions, &amp; Crime, oh my! <br>Preachers like him want their flock to be angry &amp; afraid of the outside world, it gives the Church more power to manipulate them.",UC6d6Xw6PUyMNIQ3TXyYJa5A,2023-01-13T00:47:18Z
,,,,"Oh, the sickness of it all. 😒",UCpnhaue8SLVTroWmGCrompQ,2023-01-13T00:27:18Z
,,,,"Man, you can really tell who’s actively trying to immunize themselves against the consequences of things they’ve definitely done, can’t you? Pastor Not-On-Coke, at least one of those guys giving sermons out of what we can only assume is a Hobby Lobby stock room, without a doubt Bizarro Alf Dad. You’ve assembled quite the little rogue’s gallery this time. I mean the sheer balls of using the dad from the Nassar case is like... well it’s terrifying. The framing of that is very... tell me you have the same view of women as the massage parlor shooter without telling me, y’know?",UCYyOSdsV5dO6ywG9oLZXjqg,2023-01-13T00:08:33Z
,,,,The defensive posture of the woman in the video...I know it I...was made to forgive or I&#39;d be punished again and again for being targeted by men who weren&#39;t and will never be punished,UCX0fpLW4LwV5a0jppd8X6hg,2023-01-12T23:47:29Z
,,,,Getting lowkey abuser vibes from a lot of these pastors 😬,UCdoJv4c7nuAO5uNDrjdtKMA,2023-01-12T23:12:52Z
,,,,"I heard a counselor once say that anger is a secondary reaction to a primary emotion: fear, hurt or feelings of inadequacy. So when I feel anger, I try to look deeper to see what&#39;s really going on with me. That being said, I think that the evangelical pastors whip up anger against an invisible foe. This is a great series Trevor! Thanks!!!",UC36hWD-GIE3X4ia8pLfrFJA,2023-01-12T23:07:59Z
,,,,"I feel very seen by this video. But also so angry and so hurt. All my life I felt guilty for feeling angry. I felt the right way to please God was to forgive people. But even then I didn’t really I just stuffed it down inside me and hoped it to go away. Simply because I didn’t want to be sinful. I feel angry now because that belief has allowed me to accept a lot of things that people did to me that I shouldn’t have. I never stood up for myself because I felt it was wrong, rather I turned the other cheek. It left me exposed to so many abuses. And when the worst of it happened (SA) I felt guilty so guilty for not wanting to forgive the perpetrator. I felt guilty for my feelings towards what someone else did to hurt me. It’s so mindfuckingly backwards. I had to try to rewire my brain somehow to realize I was not in the wrong. And hearing sermons like these just make my blood boil. These people really are just scum. I’m so glad I left the church.",UCsRZMBSReDnLcQ9bCZ5de2g,2023-01-12T22:54:21Z
,,,,You are always bad. Always. That is all these people are saying. All this is gross.,UCE7HRdAAXZwr-mInslLtSYw,2023-01-12T22:39:46Z
,,,,Religious zealots lack of self awareness will never cease to amaze me.,UCQuTQuJRtpBOn9zjUUcwu9w,2023-01-12T22:37:29Z
,,,,"Thank you for mentioning the 60s protest music!  I can&#39;t believe he totally ignores the whole folk/protest music movement.  And many of those artists in the 60s were collecting and reviving protest songs from back in the Great Depression.<br><br>(Personally, I would love for more modern protesters to look back at those old songs for inspiration for easily singable marching songs.)",UCec3XD-c86nDBtL7HOQp2Iw,2023-01-12T22:17:30Z
,,,,"I&#39;ll admit I&#39;ve got some issues with emotional regulation, so I <b>have</b> wished hell on some people.<br><br>A common feature with each of them is that they betrayed and hurt me, then faced 0 consequences and expected me to shut up about it.<br><br>I can&#39;t do that. I can&#39;t make myself believe that they are decent people when they hurt those who have less power, and it makes me so <b>angry</b> that they always get away without punishment - some even get rewarded for their actions.<br><br>So I have wished hell on some people, though mostly I just wish their car would break down on the train tracks so that they will not have a chance to repeat this cruelty.",UCLqjfWt2ONli5UYIyDHEYJg,2023-01-12T22:10:31Z
,,,,Americans have  never been this angry?. Are they sure. You&#39;ve had a revolution and a civil war so...,UCKzsE_8E4N8sSfrbAF2GYbw,2023-01-12T22:01:10Z
,,,,"Fun story, the bs that JD just put out isn’t a win for the farmers. It’s just a PR stunt. The farmers haven’t won yet.",UCrYZK9qp8hG_RYxH1SbuYCw,2023-01-12T21:57:39Z
,,,,My road rage is righteous anger out of love 😂 I just can&#39;t 🤣,UCGpjV0lInFe7nWvHqJFmBZQ,2023-01-12T21:45:15Z
,,,,Holding onto anger will only make you miserable. But you do not need to forgive who made you angry. This BS from churches just causes more problems.,UCROcY0almsMuClyAmrLIJIg,2023-01-12T21:37:11Z
,,,,"I suspect that pastors urging sex abuse victims to forgive and forget at least partially do this to squelch anyone thinking of reporting their colleagues at the church. At a minimum, they are not doing anything to disabuse one of this hunch.",UCP1MiddkfqAva7Ij1L8mW2w,2023-01-12T21:16:03Z
,,,,"I don&#39;t even think forgiveness is a meaningful concept. Atonement means something. So does restoration, rehabilitation, justice, consequence, change, and accountability. There is healing and moving on without any conflict to the above. So what does that leave? Unconditional amnesty? It means nothing. Just like them bringing up divine forgiveness as a way to compel impunity, while conveniently leaving out divine wrath. Contradiction begets contradiction.",UCzSzDWMjIypAVrww4JppJ6g,2023-01-12T21:02:20Z
,,,,"Why is Craig Groeschel&#39;s shirt so big? With those tiny trousers, he looks like a dad version of SpongeBob.",UCJku00zhbCV-tm3OM4QNOCw,2023-01-12T20:52:04Z
,,,,"I mean I do agree with forgiving people who have wronged you for the benefit of yourself but obviously it doesn’t have to be immediately. And when you do forgive them, even if it’s internally, it doesn’t mean you have to like them or be around them",UCvX3gNNvrTamlFe4BpR3GGA,2023-01-12T20:26:58Z
,,,,"There is no greater hate, then Christian love.",UC8C5zx0BRaiEDRCb96QNVRw,2023-01-12T20:24:04Z
,,,,"The concept of Forgiveness has been so misused in my upbringing that I don&#39;t even know what it means anymore. My family always says that if I can forgive the abusive people I know, then I will benefit because I won&#39;t be letting the bad feelings control me anymore. But forgiveness seems to include continuing to put myself in difficult or dangerous situations just because it makes other people&#39;s lives easier. Like .. spend Thanksgiving with the abuser because we don&#39;t want to have to choose between you and him. Etc etc etc <br><br>So in my family, forgiveness isn&#39;t letting go of anger and moving on, it&#39;s ignoring all bad feelings and maintaining the status quo. I really don&#39;t think they care about my emotional health. It&#39;s so sad",UCebdCiPSmgW8e1Gbzayw4Ag,2023-01-12T19:57:52Z
,,,,"When society is angry, they want to be heard, they want change. And the only reason that it leads to anger, protests, and riots is because people don’t listen. They dismiss them, like these guys are doing, as “sinners” “They’re just angry” “Just be happy” <br><br>I can’t believe that one guy used the Me Too and the BLM movement as examples and then called them “trendy hashtags”",UCvX3gNNvrTamlFe4BpR3GGA,2023-01-12T19:56:00Z
,,,,It’s like if these pastors and Christians want people to be obedient robots that follow the status quo that only benefits the rich straight Christian white man,UCvX3gNNvrTamlFe4BpR3GGA,2023-01-12T19:50:29Z
,,,,"I love you man, this content is so important, thank you for what you’re doing!",UChF0jiUsHTeRZtfesR-i2jw,2023-01-12T19:34:02Z
,,,,"It seems Christianity has confused its own tenets and made this confusion mainstream worldwide. How did Jesus respond to the knowledge of sin? Did Jesus cast the first stone? At no point did that man proclaim purity but rather freedom from sin. This difference of freedom rather than purity is paramount to the message of Jesus and the original message of God to all of the Children. The only true Sin is belief in Sin. The only judgement, is personal judgement. All others&#39; judgement means nothing when compared to how you judge yourself.",UCxSyc75zR91U9e92xIN20oA,2023-01-12T19:25:41Z
,,,,"We are owed the right to repair, the right to modify, and the right to interoperable use (e.g putting a screw made by one company into a desk made by a different one, or a videogame cartridge into a computing device made by some other company).",UCzSzDWMjIypAVrww4JppJ6g,2023-01-12T19:04:14Z
,,,,"<a href=""https://www.youtube.com/watch?v=B_-kjctRjUs&amp;t=6m40s"">6:40</a> &quot;law enforcement who continually murder people of color&quot;",UC3WwEo4zwM8tfP2tX-UGJBQ,2023-01-12T19:01:38Z
,,,,"It amazes me that you and everyone else know the reason for the anger but won&#39;t talk about it because it&#39;s your livelihood.<br>The anger is here because of you and the media. You, in particular, use the sins of one religion to spin a topic of an obvious problem. You are committing the sin of greed, manipulating our emotions for your livelihood. Everyone is complaining and giving no solutions.",UCXcuj7T3mJSPqbH1m3jYvTA,2023-01-12T18:56:10Z
,,,,That whole &quot;you&#39;re one of my heroes forgiving your abuser&quot; made me sick to my stomach. That woman is not there to be your fucking inspiration porn you sick fuck.,UCIm-qZXHy47S4GrJ1JULedQ,2023-01-12T18:53:42Z
,,,,Well done!,UCiYrtBuaTK1w1axVPNGkO6g,2023-01-12T18:31:06Z
,,,,"So, Jesus didn&#39;t spit on those he spit on, but he makes sure I end up in hell if I don&#39;t accept him as my lord and savior?  Doesn&#39;t the latter kinda outweigh and undo the former?",UCgdfa-1duEi3Ro0Bml5BEnw,2023-01-12T18:08:11Z
,,,,"The one guy who got angry and started trying to chase down someone who cut him off- I thought he was about to explain how, when you&#39;re angry, it&#39;s easy to feel like you&#39;re righteous and justified- AND THEN HE USES IT AS AN EXAMPLE OF POSITIVE RIGHTEOUS ANGER!<br>I can&#39;t! I just CAN&#39;T with this guy!",UC95mCTQ1b_ekP7BsuCqvR1g,2023-01-12T18:02:04Z
,,,,"<a href=""https://www.youtube.com/watch?v=B_-kjctRjUs&amp;t=34m30s"">34:30</a> - this is one of the disgusting and insidious things I&#39;ve ever heard.  How can someone say this and not realize how exploitable it is?  Or do they see it, and say it anyway?",UCgdfa-1duEi3Ro0Bml5BEnw,2023-01-12T17:50:25Z
,,,,"I didn&#39;t have good role models in my family growing up about how to appropriately express anger.  I was often disciplined for expressing it.  I grew up believing that anger is bad.  <br><br>I certainly grew up fully believing that if I didn&#39;t forgive, that I would be unforgiven.  So I &quot;forgave&quot; my sibling who abused me for years because I was too scared not to.  I suppressed my anger instead of working through it.  There was never peace for me by &quot;forgiving&quot; out of obligation.  Only depression and extreme self-loathing.",UCOPVz21LWRhq7Vm0H6Y-54Q,2023-01-12T17:43:40Z
,,,,Why do those weirdo preachers have that same annoying gruffy voice?! 🙄 THEY cause me anger😂,UC30-1642DEAhagjt_iiESAA,2023-01-12T17:42:55Z
,,,,"The ducks eating peas are very much appreciated. <br>My parents abused and neglected me. I now live on my own and am much happier. However, this is a recent development and I&#39;m still working through a lot of the baggage from my childhood. Despite that, I&#39;m pretty content with where I am right now. Most of the time I&#39;m either happily going about my business or being annoyed at day to day inconveniences. Pretty normal stuff. Sometimes I&#39;ll be reminded of the past and I&#39;ll feel anger. I use that energy to fuel my art or spread awareness of a cause or volunteer my time. Sometimes I just scream or dance it out. But whenever I mention to my grandma that I&#39;m feeling angry, she tells me I need to forgive my dad (she thinks her daughter did nothing wrong) and stop being consumed by revenge. I&#39;m not. It&#39;s an emotion, not a constant state of mind. I wish I could get her to understand the difference.",UCfgeYk3Oy0WYVVkZcbzR0Hw,2023-01-12T17:40:28Z
,,,,"I still remember feeling guilty for hating the boy who raped me, or the youth leader who groomed me every time pastors talked about it in church. I prayed and prayed for god to take the angry away from me.. it didn’t work obviously",UCZ-6nrnW1XeiVEe_r4KiWcQ,2023-01-12T17:40:01Z
,,,,"I feel like Christians pressure victims to forgive their abusers way more than they ever try to hold their abusers accountable. I will never in my life understand why the burden to fix the issue is ALWAYS placed on the victim and NEVER on the monsters that hurt them, again and again and again and again. But then again, if Christianity was the type of religion that held abusers accountable, there wouldn&#39;t be anybody left to run the roman Catholic church. 😡",UCuC_Tt5W1OsbRArnEGb_Mkg,2023-01-12T17:23:31Z
,,,,Most people have higher standards than God. He is a monster not worthy of worship.,UCXz0L8f5xB5UXqEHIsg5prw,2023-01-12T16:54:32Z
,,,,Why do so many of these people sound like Alex Jones? Ugh.,UCNpcliZJ2LD0Mr21dfoFg0g,2023-01-12T16:25:59Z
,,,,These pastors sounds pretty angry about people having anger. lol,UCPx2QjcSRsDYyDuVEu7pyxA,2023-01-12T15:38:03Z
,,,,"&quot;Jesus died on the cross for you!&quot;<br>&quot;Yeah, but that was like one time.&quot;",UCEsr2C6LLsfNYDdJngNzZww,2023-01-12T15:31:54Z
,,,,"So we are supposed to forgive, but also death penalty and tough on crime is OK?",UCeVctotoVDRAljSag1LoK1w,2023-01-12T15:23:42Z
,,,,"&quot;If I were a demon, I would stoke anger around race issues, masks, vaccines, etc.&quot;<br>So, you would be Fox News?",UCoobcrzjU5dosXSPqiofuTA,2023-01-12T15:13:44Z
,,,,"This video speaks volumes. Dealing with my own deconstruction this year, your videos have helped me so much. Thank you.",UCMqBNs_jg-Km03FsOMYX9BQ,2023-01-12T15:01:13Z
,,,,You’re such a soyboy,UCFsJgAY47H8HeWCoRMc_aNg,2023-01-12T14:37:13Z
,,,,Another amazing docu series as always can’t wait for the next one,UCPvLv3EVx6oiw13t3T3OPqA,2023-01-12T13:59:28Z
,,,,"<a href=""https://www.youtube.com/watch?v=B_-kjctRjUs&amp;t=33m11s"">33:11</a> this guy is right, Christians shouldn&#39;t have that kind of relationship, after all they are your brothers and sisters under Christ, their father wouldn&#39;t approve a sexual relationship between his children so they shouldn&#39;t have sex.",UC1l7rz4LhEJYJdapVMtwV_Q,2023-01-12T13:50:02Z
,,,,"Those pastors were so disgusting, mostly at the end of the video. I feel so sorry for the victims.",UCgqUB7tUD2_tS8VXXgXaSDQ,2023-01-12T13:13:08Z
,,,,"Ugh, man... Yeah, the whole toxic forgiveness thing, where you&#39;re expected to just totally be ok with a person after they&#39;ve done great harm and have done <b>nothing</b> to make it better is awful.<br><br>Especially when paired with how the church teaches that everyone deserves hell and how if you happen to be born LGBT, they rail against your very existence a lot of the time.  Ugh... &gt;:(",UC_M0k1SUOWykxQnAh42viIw,2023-01-12T12:49:01Z
,,,,It&#39;s kinda scary that Christian&#39;s know how to build crosses better than anyone else but that&#39;s what killed their God,UClzqae72TcIwPYNdZp8qkfQ,2023-01-12T12:30:13Z
,,,,"Great to know where their lines are. Being angry at racism? Injustice? People spreading a freaking disease because they can&#39;t just wear a thin cloth over their face for 20 minutes? Bad. In fact, it&#39;s demonic! Stop being so mad, you&#39;re just dividing everyone. But being mad because some guy cut you off in traffic? Well, that&#39;s serious! You better catch up to that guy and chew them out or someone could die. You know, unlike that super contagious plague going around that&#39;s taken more American lives than the Civil War!<br><br>WOW. Just. Wow.",UCUeqnKcA-_0DTWOj_bgIsXg,2023-01-12T12:14:48Z
,,,,"It&#39;s not the &quot;Forces of Darkness,&quot; it&#39;s the &quot;Army of Darkness&quot;. I mean how could he get the name to that movie wrong? Dumby Craig.",UCJFZcSbk1Jv8PpbNusyomBA,2023-01-12T11:30:29Z
,,,,so road rage is righteous anger but not anger against sexual abuse. very confused about the scale here.,UC1suuzh-nBMQoI2VwsFxwYQ,2023-01-12T10:42:03Z
,,,,Christianity: control and manipulate people.,UChfit8JXfQ3apod-RRWvDKQ,2023-01-12T10:34:29Z
,,,,"<a href=""https://www.youtube.com/watch?v=B_-kjctRjUs&amp;t=39m00s"">39:00</a> I prayed for that tape to give way. I thought it would be hilarious for that fence slat to fall on his head.",UCib8K-T6SjV9sm7zWPx5KUw,2023-01-12T10:18:35Z
,,,,This has to be your weakest video. You fall into the trap of &#39;i&#39;m making a video on these people so everything must be debunked&#39; not realizing that even a broken clock is right sometimes. Thats where you miss the mark.<br><br>and &#39;I don&#39;t want to be around science denyers&#39; is the most Religious thing ive heard all day. I can maybe see you have that opinion 2 years ago. but now??? after so many things turned out to be actual lies?? still holding on?<br><br>i&#39;m not even religious but you just missed the mark so hard in so many places,UCZjZqV83U_bimceLF6ozHzg,2023-01-12T09:50:42Z
,,,,"&quot;I&#39;d get them focussing on what they&#39;re against, and I&#39;d get them arguing about whatever they&#39;re mad about. And my goal would be to keep them angry, critical, judgmental, hypocritical, self-centered, self-righteous, easily offended, and ticked at the entire world.&quot; How can you possibly be a modern Christian in America and not understand how that is the entirety of the message from the pulpit. Wrath is a feature for Christians today, not a bug.",UCgdcvlChrS7FuG48CU6RZZw,2023-01-12T09:30:14Z
,,,,"Thanks for the CW, I&#39;m going to try to make it through this one, but I might end up noping out. My ex would always insist that I forgive him after he&#39;d hit or yell (or worse), and his version of forgiveness meant I also had to effectively &quot;forget&quot; and behave as if it hadn&#39;t happened, and I was always in the wrong for pointing out his pattern of behavior. (And he always had his reasons, why it was my fault for this outburst, or him destroying personal property, or blah blah blah. Right on down to claiming he &quot;owned&quot; me.",UCAb7DatiAEOQBg3j-dIlPRQ,2023-01-12T09:22:41Z
,,,,Interesting compilation of pastor&#39;s unreasonable bizarre reasoning trying to explain a common human emotion like &quot;anger&quot; using Christian doctrine and cherry picked passges that not only contradicts what they are trying to convey at the moment but is also contradictory to other Bible passages.,UC_-DTftakCiq1Ck5Dz_-jJQ,2023-01-12T09:16:05Z
,,,,Listening to these guys talk is the equivalent of swallowing a pile of horseshit. Ugh...,UCH354Ba1lIBB4RQtdexbogA,2023-01-12T08:29:33Z
,,,,"2 corrections for the right to repair part<br><br>When you said apple &quot;used to&quot; prevent repair, this is inaccurate, they never stopped.  They&#39;ve introduced super basic programs for repair, but not all parts are provided, and since you need to give apple the device serial number before ordering the part so that you can pair the part with the right device so apple&#39;s software that checks if a part is original doesn&#39;t complain, third party repair shops can&#39;t stock parts in reserve, the only shop that can do that is still the apple store, which means a repair at the apple store takes an hour, but a repair anywhere else takes weeks while they order the part, artificially making apple the best option.<br><br>Tractor owners don&#39;t need &quot;illegal&quot; software.  The software is legal as long as you only use it on your own equipment, it functions basically the same as a jailbreak for an iPhone, it exploits a flaw in the device software, hacking the device, but if you only jailbreak your own device (and get permission for other people&#39;s devices) its perfectly legal.",UCXvgt1LNiOC60GHUl2uC0Aw,2023-01-12T08:29:27Z
,,,,"<a href=""https://www.youtube.com/watch?v=B_-kjctRjUs&amp;t=11m48s"">11:48</a><br>&quot;maybe it&#39;s an old roommate&quot;<br>OH MY GOD THEY WHERE ROOMMATES?!!!!?!?!!<br>the way he said it made me wonder if he had bad breakup with a &#39;roommate&#39;",UCs_g8_7hkn4gaoSdV96wSSw,2023-01-12T08:29:09Z
,,,,"Great video as always. Now, I am quite a nice person and wouldn&#39;t normally advocate laughing at people .. but I guess that is what is needed to deal with these awful people who think they are good because of .. well their God.",UCg90W1oOzNs1EOY-_o8zQpQ,2023-01-12T07:53:23Z
,,,,"Thank you for saying that you&#39;ll be taking a break from Mark Clark&#39;s sermons when this series is over! I hate everything about that man; his voice, his message, his mannerisms. I don&#39;t know how you can put up with combing through his sermons. Thanks for all that you do!",UC2djPCh_Jje-p6rqBn_cM4A,2023-01-12T07:46:26Z
,,,,"This story is as shitty as the blocking of repair. People do not own the software on these things, its not theirs it doesnt belong to them. So repeating that nonsense over and over again doesnt help. The issue is companies indulging in practises to deliberately prevent people from repairing their items themselves, the software being the principle method by which they do that. YOU WILL NEVER OWN THE SOFTWARE!",UCvo4TblCLbtBdEdUOYPPeeQ,2023-01-12T07:35:44Z
,,,,"That hidden anger part really got me angry. Nothing worst than a narcissistic mother saying to me &#39;You have hidden anger inside. Only God can help!&#39;. All the while, she tears up the home with her &quot;Godly wrath&quot;. And what&#39;s with Christians saying our God can be so angry and full of wrath but is forgiving. Make no damn sense! Delusional!",UCeXRoggUtx7AcWRWUYURGJQ,2023-01-12T07:35:34Z
,,,,"Funny how the pressure to forgive only applies to those with less power. Hmm.🤔Almost like a social control mechanism, huh?",UCWScbV3i83yRHgIc2-HaGhg,2023-01-12T07:27:30Z
,,,,"Thank you for making these videos &amp; calling out the manipulation many of us endured in the church. I went from various family members who didn’t believe me, refused to notice or blamed me, to a church who blamed me, told me I was sinful, told me I needed to forgive. It helps hearing people like you share a different narrative, get angry at these people who manipulate our experiences &amp; turn them back on us, get angry that anyone would put us on the same level as abusive people just for being hurt by their actions.",UCN4IleKGeGFNyFWG6olB6hg,2023-01-12T07:23:39Z
,,,,"Religions like this religion are all about repression. Sexual desires... repress it! Critical thinking (leaning on your own understanding)... repress it! <br><br>Frustrated, annoyed, irritated, agitated, emotionally hurt, disappointed, mad, angry, furious, venting? Nope! Suppress it! Bottle it up and never ever talk it out! Just give it to God! <br><br>But don&#39;t you ever judge or criticize your pastor or the church staff or your parents or your parental guardians if they become angry or violent. Cause that anger is godly anger/indignation! <br><br>Religion is full to the brim with hypocrisy.",UCk8b3G4A04Jv-MHzi9qeezg,2023-01-12T07:20:11Z
,,,,"And yes, John MacArthur, I am above god, I have higher standards than god.",UCHIuTfvDgMAwEjNippTawbw,2023-01-12T07:19:07Z
,,,,The church preaches forgiveness so well forgive the church,UCHIuTfvDgMAwEjNippTawbw,2023-01-12T07:12:02Z
,,,,Mandatory forgiveness sounds a lot like an authorization.,UCFcOVkZ_2zZI7qmRVxMWfWw,2023-01-12T07:00:26Z
,,,,Groeschel is vastly underestimating how easy Christian’s are to piss off,UCHIuTfvDgMAwEjNippTawbw,2023-01-12T06:59:48Z
,,,,"<a href=""https://www.youtube.com/watch?v=B_-kjctRjUs&amp;t=13m15s"">13:15</a> Umm that isn&#39;t what happens in psychiatry at all. Not even a little bit. At least a good one doesn&#39;t try to tell patients &#39;how they really feel&quot; and definitely doesn&#39;t go &quot;you need to let it go&quot;.<br><br>It&#39;s clear this pastor doesn&#39;t know anything about professional counselling at all. No surprise that he&#39;s bad at it.",UCG2zwbHH1EPEABdpgb68NFg,2023-01-12T06:52:07Z
,,,,"<a href=""https://www.youtube.com/watch?v=B_-kjctRjUs&amp;t=41m10s"">41:10</a> holy shit. THIS. I didn’t even realize I needed to hear this but now suddenly it all makes sense.<br>I used to feel so guilty and hated myself so much for every little thing that I often couldn’t get through church worship without crying. This was because a lot of the songs talk about how supposedly worthless we are without Jesus dying or without God, such as Amazing Grace. I would sometimes drop to my knees sobbing and begging God for forgiveness, for being an absolute failure and for never being good enough. Sermons that reaffirmed these kinds of messages tore me apart too. <br><br>Only after I stopped going to church did I start to even tolerate myself, let alone become more comfortable with myself or even like myself. I didn’t really know why until I discovered your channel and realized how many horrible messages I had gotten from the church. So thank you Trevor. I (like many people probably) appreciate this channel more than you’ll ever know.",UCEE4wsD7rO91WT-QqsgN03Q,2023-01-12T06:48:55Z
,,,,Churches do bring in division with shunning….the hell?,UCv3mm6M81U7uMhWLdnzgdbw,2023-01-12T06:48:49Z
,,,,"So we&#39;re meant to forgive those that transgress against us.  Okay, forgiveness is a good thing.<br>Does this also mean the USA doesn&#39;t have jails?  That if someone sets fire to my house I&#39;m meant to just forgive them and say &#39;it&#39;s okay, I don&#39;t want him to be punished&#39;?",UCBRVFEMZHBlgIn6GYNt8Oxw,2023-01-12T06:46:40Z
,,,,"Road rage, god&#39;s wrath, and screaming for the suffering of innocent people is &#39;holy&#39;, but not tolerating and approving of abuse is &#39;hate&#39; and &#39;discrimination against Christians&#39; and &#39;committing m****r in your heart&#39; apparently.",UCn-N5inuc51yeUYUjoPvefQ,2023-01-12T06:34:08Z
,,,,"I&#39;m really enjoying this series, but I have one question.  The seven deadly sins are a catholic thing, created in the 6th century by Pope Gegory 1,  why do Protestant religions still use them so much?  especially the evangelists, they seem to love preaching them so much, but they aren&#39;t even Biblical.",UCKdm0JJTVONbGfAb8Zm3X6A,2023-01-12T06:17:30Z
,,,,"So, we need to forgive the serial predator but the victims remain &quot;tainted&quot; and still need to ask forgiveness for their roll in their own assault.",UCHKIDgIb7NTN11MR1mMHGLg,2023-01-12T06:17:20Z
,,,,The consistent themes in this entire series is <br><br>1. Pastors demonizing people.<br><br>2. Making light of serious issues.<br><br>3. Encouraging people to be silent when something is inconvenient comes up.<br><br>4. Using trivial examples that only the upper middle class and above can relate to.<br><br>Bonus: Examples of are way too personal and make you uncomfortable.,UCMoDfnQ3CSykDiEolQYBAzQ,2023-01-12T06:12:44Z
,,,,"<a href=""https://www.youtube.com/watch?v=B_-kjctRjUs&amp;t=23m02s"">23:02</a> Hol’ up…didn’t God commit genocide on multiple occasions because he was angry for whatever reason? So according to this guy is God like Satan then? Because I could never understand how any of those instances could be seen as “holy righteousness”",UCEE4wsD7rO91WT-QqsgN03Q,2023-01-12T06:10:44Z
,,,,"<a href=""https://www.youtube.com/watch?v=B_-kjctRjUs&amp;t=17m00s"">17:00</a> This guy would fail his own made up demon assignment.",UCMoDfnQ3CSykDiEolQYBAzQ,2023-01-12T06:05:47Z
,,,,"The ducks eating peas video starts at <a href=""https://www.youtube.com/watch?v=B_-kjctRjUs&amp;t=47m08s"">47:08</a> if you need to skip past that one section. Or if you just wanna see the ducks eating peas like they&#39;re straight out of the game, &quot;Hungry, Hungry <del>Ducks</del> Hippos.&quot; 😄",UC9RDzf7L_oE0SObEUVGiC7Q,2023-01-12T05:52:07Z
,,,,I hope you take a good long break after this series because it has to be tough sift through these sermons and clips.,UCNxMKhRsCTXXVN1IvSDYxWw,2023-01-12T05:51:11Z
