title,published_at,channel_title,like_count,comment,commenter_id,comment_published_at
,,,,"You can choose to forgive Ted Bundy for killing your best friend or relative, but living close to him is not a show of compassion, it is of how little you value your life, or how little intelligence you have.",UCfmZyKAZC9v3IK7PAVCBbZQ,2023-02-13T05:56:11Z
,,,,"What really gets me is that these people usually say &quot;Forgive, vengeance is God&#39;s, let go of wrath&quot; and then turn around and say that homosexuals ought to be put to death and that trans people need to be forced to accept the gender &quot;God assigned them at birth&quot;, not to mention the anger they feel at &quot;killing babies&quot; through abortion. They say it&#39;s &quot;righteous anger&quot; and not wrath, even though they&#39;re functionally identical, and then use that as excuse to push for horrible laws that specifically target people they don&#39;t like. Yeah, truly forgive and forget nature, am I right?",UCj6FyEKHxUPkttOLY9a2vDg,2023-02-11T23:48:34Z
,,,,"Dude at <a href=""https://www.youtube.com/watch?v=B_-kjctRjUs&amp;t=14m42s"">14:42</a>  is definitely gay",UCSIQhBbtZ2knkdDyFpMbdVw,2023-02-11T11:57:09Z
,,,,"<a href=""https://www.youtube.com/watch?v=B_-kjctRjUs&amp;t=44m14s"">44:14</a> and some people would say this guy is being generous. Some people would actually benefit from what this guy is saying. Any port in a bullshitstorm, I guess.",UCLv5BmwT_xVEp7d7MG97RvA,2023-02-11T03:35:31Z
,,,,I thought wrath was more like don&#39;t get so angry you beat the shit out of someone for no good reason. But no it&#39;s The righteous fury of systemic oppression? That&#39;s one of the most twisted lines of thinking I&#39;ve heard of,UCzut9cK7e2vCwXKUww1teqQ,2023-02-11T02:06:52Z
,,,,"They say &quot;forgive&quot; over and over and over, they even say &quot;you&#39;re right to be angry but you&#39;ve got to forgive and let it go.&quot; Why? HOW? And who stands to benefit from my letting go before I am ready?<br><br>There&#39;s a grain of truth in what they say, because obviously no one WANTS to feel angry. But feelings are not sins, you can&#39;t just purge them through prayer and be &quot;healed&quot; in one instant, it doesn&#39;t work that way. You have to feel your feelings and work through them in your own time. To do otherwise is self harm.<br><br>I was SA&#39;d. I didn&#39;t let go of that hurt by praying, or by putting myself into my abuser&#39;s shoes. (Sure tried to though for 15 years, until I was a suicidal wreck.) No, I let go of it by giving myself space and time to feel angry. To feel heartbroken, lost, hurt. I found peace when I deconstructed the Christian ideologies that told me I was damaged goods, that my virginity was my worth.  I let it go when I allowed myself to draw boundaries, to stop worrying about my abuser&#39;s feelings and simply do right by myself. <br><br>So again. Who benefited from my attempts to force forgiveness? I&#39;ll tell you who: my family and my church, who got to go on living in blissful ignorance. My abuser, who unchallenged could tell himself it was just a dream or a little mistake, or worse: maybe he went on to hurt more people. <br><br>I certainly did NOT benefit from my &quot;forgiveness&quot;. Even now that I have healed from the trauma and I rarely think of him, I still deal with the consequences of what he did every single day, because he took my childhood away from me. Was all of this suffering really worth it, just to spare my church and my family a few unconfortable conversations? To spare my abuser the horrible, horrible pain of--taking accountability? <br><br>I&#39;ve never wanted my abuser to suffer. I know he had a hard life too, I know he was a child himself when it happened. All I ever wanted was to be seen. I CRAVED for someone, anyone, to just hear my story and stand up for me. To tell me what he did was wrong, and that I wasn&#39;t crazy for feeling so hurt by it.",UCu1fH3B2mxJprJymR2sUtGA,2023-02-10T23:46:12Z
,,,,"these pastors really think we all forgive ourselves all the time? lol absolutely not. My aunt accidentally killed my pet snake. i forgave her quickly because it was an honest mistake, she was trying to help, but i cannot forgive myself for my mistakes in preventing what happened. I just cant. Not yet. And im not some eternally forgiving soul- if someone had intentionally killed my snake, i would never forgive them. And contrary to popular christian belief, you can be compassionate, and love someone genuinely… while still never forgiving their actions.",UCYi8BwlPPlr9cUsh4hL_IKQ,2023-02-09T23:17:21Z
,,,,"I don’t know what it is, but Mark Clark has a very punchable face",UCDHahSM64vBKGOpl0Iq4drw,2023-02-09T18:10:56Z
,,,,I always thought it was weird how wrath is listed as a deadly sin and yet there&#39;s reference after reference to the wrath of God. Which is it???,UCcgs8Aw-uBX3tdWgq1rDW6Q,2023-02-08T21:21:21Z
,,,,"My parents emotionally abused me and used religion as a justification. I cut contact because it&#39;s what i needed to do.<br><br>My religious grandmother told me repeatedly that I need to forgive them because &quot;it doesnt hurt them, it just hurts you&quot; so to hear a pastor say that makes me so viscerally angry.<br><br>I am allowed to be angry! I&#39;m allowed to be bitter and jaded. The people who were supposed to love and protect me ABUSED ME. They can all f right off with that ish",UCj6jkUOPPLtFokEQYY0mxUA,2023-02-08T18:26:51Z
,,,,"Things are so bad now that it’s never been more urgent to turn to Jesus. <br><br>10 years ago: things are so bad it’s never been more urgent to turn to Jesus.<br><br>20 years ago: things are so bad that …<br><br>I’m noticing a pattern here. I’m giving you this urgent one-time offer of Jesus, but you better act now or this time-limited discount won’t last long!",UCWHmeRxNH-qGMz6-5d2wbvw,2023-02-08T04:37:28Z
,,,,"Gotta just jump in really quick and mention that if you&#39;re trying to break God&#39;s heart by dividing families, Jesus kinda already beat the Devil to the punch. “Do not think that I have come to bring peace to the earth; I have not come to bring peace, but a sword. For I have come to set a man against his father, and a daughter against her mother, and a daughter-in-law against her mother-in-law; and one&#39;s foes will be members of one&#39;s own household” (Matthew 10:34-36)",UChWgE496-08tZUxHd-_ihMA,2023-02-07T21:19:16Z
,,,,"So, at 25, there is one and only one person that I don&#39;t ever want to forgive for their actions. He didn&#39;t do anything to me directly, but he did to one of the most important people in my life. Everybody else seems to either have forgiven him, or simply forgot that he ever did aything wrong. The only person who understands my reasoning on this, and knows what I know about it, is my (evangelical) father... who has suggested that I should forgive him anyway, using this kind of logic.<br>I just don&#39;t get it. What will change with me forgiving this person? The past will not change, I don&#39;t want to have a relationship with him. He will feel relieved that I tolerate (?) him? I don&#39;t care. When I have kids, I wish they never have him or anyone like him in their lives. I see his grandkids in social media and wish they don&#39;t have to experience the kind of stuff I experienced having him near me as a child. And if he <i>really</i> is ignorant of the reasons why I chose to stop associating with him, as he has suggested, then sorry but I&#39;m not going to be the one to tell him. Thanks for allowing me for this rant, great video.",UCGLWrWbBLPvSBEISrahJN9Q,2023-02-06T08:50:04Z
,,,,My mother: &quot;Anger is a sign that something is wrong. Listen to it.&quot;,UCosG9MPD-RM4AnFNIvOOCpw,2023-02-05T20:15:48Z
,,,,"My maternal grandfather, the dairy farmer, had a humble-brag: Fixed it with baling wire + duct tape.",UCosG9MPD-RM4AnFNIvOOCpw,2023-02-05T20:14:55Z
,,,,EXCELLENT VIDEO. Thank you for sharing your story.,UCope0bic6dSYmkhGvnl0fcw,2023-02-05T14:55:36Z
,,,,I adored the fact that I had the option to scroll to ducks eating peas. So creative. Such a delight,UCgmaYmPpbQQ6JkNPHc3Hp0w,2023-02-04T23:11:15Z
,,,,"<a href=""https://www.youtube.com/watch?v=B_-kjctRjUs&amp;t=35m38s"">35:38</a> am i a bad person if i admit that if was given a rock in this crowd id throw it at this chuckle cuck. Then again why would i ever go to such a god awful sermon.",UCMQtY9jwXeu-U8W_CDmJJ4Q,2023-02-04T17:45:55Z
,,,,"<a href=""https://www.youtube.com/watch?v=B_-kjctRjUs&amp;t=35m00s"">35:00</a><br>If god is so great at forgiving then he‘ll forgive me for not doing that aswell.",UCZJKDjJ5NMYPOzmlHMzgllg,2023-02-03T10:44:14Z
,,,,"Funny how they have this whole „If we didn‘t have written laws against killing all humans would slaughter each other“ mantra going on, but like…<br>Do the really think they had police enforcement in the stone ages or what? 😂<br>How do you think humanity survived until now if we‘re all these uncontained beasts if there weren‘t some letters arranged in a certain order somewhere.<br><br>Also if everyone is so aokay with killing, where are the social repercussions coming from?",UCZJKDjJ5NMYPOzmlHMzgllg,2023-02-03T10:16:52Z
,,,,"Wouldn‘t it be illegal to lock someone out of their own stuff?<br>I mean that‘s technically just what Hackers do aswell, don‘t they? An there it‘s considered a crime.<br>But somehow it‘s okay if the company who sold you the crap does it???",UCZJKDjJ5NMYPOzmlHMzgllg,2023-02-03T09:50:20Z
,,,,"<a href=""https://www.youtube.com/watch?v=B_-kjctRjUs&amp;t=8m20s"">8:20</a> Tell me you know nothing about Taylor Swift without telling me lol 😂",UCBR-R3GO1o1f69QthBOZaiQ,2023-02-02T21:08:24Z
,,,,"These are great examples of how these churches guilt trip people to forgive before they are ready. True spirituality doesn&#39;t pressure anyone. The woman (face was blurred out) who stood in front of everyone as an example of forgiveness after rape was pretty shocking. I was reminded that some churches will literally do anything to get their point across no matter how questionable. I took me back to what it felt like to be in that environment. I am thankful that I no longer have to be bombarded by such messages the more these sounds and images take me back to those times.<br><br>At around the <a href=""https://www.youtube.com/watch?v=B_-kjctRjUs&amp;t=30m08s"">30:08</a> mark, my relief to be out of Christianity for good was probably the highest. I was reminded of why I worked so hard to distance myself from that place. It&#39;s not hell that scares me but this. On one hand, it sounds like this is how you get them to leave you alone for good. But on the other hand if you are still looking for love and support from the church you will find out the hard way that that is not at all how this works.",UCZSFqTOpRzEyPnd5Ce5jCDQ,2023-02-02T17:44:35Z
,,,,"Forgiveness, in my opinion, is an essential part of human life that underpins our ability to empathize with each other even in our most screwed up moments, but it&#39;s most certainly not something that can be demanded of anyone, by anyone. It has to be earned, or else what good is it other than a get-out-of-jail-free card to absolve oneself of the responsibility to atone for mistakes?",UCT5LZFwrcQLSRzDXUEVMOkw,2023-02-02T10:23:31Z
,,,,"All of those messages are the ways the church make innocent and good people feel constantly guilty about normal reactions. I mean when you equate people&#39;s reaction to hurt with murder and rape, you already downplay or overlook the hurt done to them which actually reinforces the idea of blaming the victim and letting go of the offense and offenders.<br><br>These people will now feel guilty for not loving or accepting people who hurt them. And this kind of message is a breeding place for domestic violence, sexual assault, rape and many more evils.",UCYbtzHfYYgXcf823muUOQ3w,2023-02-02T07:51:29Z
,,,,did one of those religious speaker really argue that self control just exist when we are afraid of the consequences ?what about empathy or feelings of community ? there is also the fact sometimes we are angry at people that we rather not lose on our life exist to him?,UCzknPi_xSIkM3oEHD4T0uIw,2023-01-31T15:56:17Z
,,,,"<a href=""https://www.youtube.com/watch?v=B_-kjctRjUs&amp;t=32m21s"">32:21</a> Rainbow :D",UCyQj3vJy83hJ0do6SYj6h0A,2023-01-30T19:05:17Z
,,,,"<a href=""https://www.youtube.com/watch?v=B_-kjctRjUs&amp;t=14m15s"">14:15</a> Are we just gonna ignore those are the trans colors in the background?",UCyQj3vJy83hJ0do6SYj6h0A,2023-01-30T18:46:44Z
,,,,I don&#39;t understand why you&#39;d make it harder on the life&#39;s of people who feed us,UCySI5Ok-VSGEyWpZwwN2NvA,2023-01-30T01:33:22Z
,,,,"Mark Clark&#39;s hot take on therapy is bizarre. If a therapist said &quot;that&#39;s why everyone hates you,&quot; they wouldn&#39;t have a job. Because therapists actually have a professional code of ethics, unlike the snake oil salesmen that make up the ministry.<br><br>Also, equating watching consensual porn with sa gives the game away. Were you victimized by someone in the church? They hold you equally responsible. Because they don&#39;t understand crime, they just see sin everywhere.",UCCh1qkUSUL0DH67_ZQrOBdg,2023-01-29T21:25:49Z
,,,,The hot take that we&#39;d all be out there killing each other if no laws were in place is wild 😹 Who are these people?!,UCMQGi2E_EUXiminZ8WoQhaA,2023-01-29T17:28:39Z
,,,,"Still waiting on that “is God actually Jigsaw” video though<br>P.S. this series is amazing, keep it up bud",UCYpzi4xlSmh9NZsAIreJOMg,2023-01-29T03:54:50Z
,,,,God&#39;s Anger always lead to Genocide. Does that mean god are even worse than those people whose Anger lead to them thinking of murder? Wow! Shocker!,UCT96epdmMzhPrDG8nhE9K1A,2023-01-29T01:28:36Z
,,,,"Sure, when I play D&amp;D, I&#39;m evil and consorting with demons.<br>But when HE imagines being in hell with demons making life miserable for humans, he&#39;s fine.",UCMIVpTKGpTmx6uIJWv3V5iA,2023-01-28T19:39:33Z
,,,,"Jonathan is the absolutely WORST of the bunch, genuinely evil man, at least most of the others try to be nice and SEEM to have good intent. Jonathan just demeaning to victims, saying THEY are equal to their abuser, using a victim as a prop, etc. Unironically, super fucked. Wouldn&#39;t surprise me if he has done some extremely illegal things.<br><br>Also this stuff equates to abuse apologia. <br><br>As for David, he seems to want to help people but GOD DAMN he HAS to learn that he has not equipped to help everyone., at least the others try to be nice and SEEM to have good intent. Jonathan just demeaning to victims, saying THEY are equal to their abuser, using a victim as a prop, etc. Unironically, super fucked. Wouldn&#39;t surprise me if he has done",UC60gGx7jkpUkDresF_55YKA,2023-01-28T04:03:36Z
,,,,"Funny. &quot;God may forgive you, but I don&#39;t&quot; sounds like an anti-hero one-liner.",UC58ymvz7md8cX0xobi5bKNA,2023-01-27T20:06:39Z
,,,,I appreciate what you do. It is important that apostates know they are not alone.,UCqAYchp5_cYtfXNhFLcXEnw,2023-01-27T18:53:33Z
,,,,"How&#39;d anyone sit through these sermons, I&#39;m watching this second hand and those sermons are putting me to sleep.",UCc5K6sf62aPxf32JVrXqXyQ,2023-01-27T16:55:28Z
,,,,"apple still does it and yet, the US is full of apple whores",UCR7F-tEpDQjuVw1EgnifiHw,2023-01-27T00:58:31Z
,,,,worship me or else!,UCR7F-tEpDQjuVw1EgnifiHw,2023-01-27T00:54:46Z
,,,,"Very good video. Sadly, I grew up in a very toxic household with lots of mental abuse and I had to learn to give myself what others couldn’t; especially my parents. I did learn to put them at arms length when I was older and on my own and to walk away when I found that toxin start bleeding in. <br>Part of the way that I was able to reason my way out of religion is because of what these people said after the adorable ducks eating peas; that God will send you to an eternity of torture if you don’t obey. It made me start questioning wether God and the Devil were in on it together.  That in “reality”, God was also the devil and that we are only led to believe there is are demons make us do bad things. Or that God was all powerful and the devil can mess up his plan? How does that make sense? Then I learn of the Epicurean quote about an all powerful god and my doubts made better sense.",UCC-XlJLjdCyum9QtPhoAUFQ,2023-01-26T21:09:23Z
,,,,"I stopped Catholic ways and became agnostic after a betrayal in the form of preternatural satanic ritual spiritual assault, can I forgive petty mundane mishaps or ordeals? yes, but evil that still lurks around every corner or paths that I stride that still spiritually parasites or assaults with intent to harm to what I can only forsee being around till my last breathe, it&#39;s an indefinite no. Anger can be righteous and indignant not based on belief but, with enough evidence in the form of experience considering most humans don&#39;t have spiritual discernment, so it&#39;s best directed towards spiritual retaliation if you know karma is to slow let alone the culprit(s) vessel dies, but the signature energy migrates else where till it reincarnate&#39;s, they&#39;ve marked themselves no escaping my retribution.",UCuMML0Q6S1yfYczF3bKbh5w,2023-01-26T20:57:54Z
,,,,"Been watching through this series and it really helps with understanding this fundamentalist Christian mindset. And literally everything is sinful. Pride? Sin. Anxiety from lack of self worth? Inverse pride, so a sin. Angry at literally anything and feeling discontent? Sin. Probably gonna watch a bit more and somehow one can be inverse angry or something. <a href=""https://www.youtube.com/watch?v=B_-kjctRjUs&amp;t=11m21s"">11:21</a> called it.",UCwhHfLn2HvJvMHV-tfy2Xeg,2023-01-26T19:59:38Z
,,,,"<a href=""https://www.youtube.com/watch?v=B_-kjctRjUs&amp;t=16m10s"">16:10</a> wait a second. Wasn’t it said in the Bible that those who follow Jesus must leave their family behind? What am I missing out?",UCsUpxSQuG6AnXRb-U0OwFmw,2023-01-26T18:03:38Z
,,,,"A lot of what these preachers are saying sounds like FEAR, not ANGER. <br><br>An abuse victim can decide for themselves they forgive their abuser, but not want to be in the same with them. That isn&#39;t resentment or anger, that&#39;s self-preservation",UCKsycVf7PQMfRyz0X-_6VoA,2023-01-26T02:27:23Z
,,,,"i don&#39;t know, im on the fence a bit with this one. I understand the premise of why it&#39;s important to forgive. I get that it&#39;s not healthy for anyone to hold onto anger. However, I do feel a lot of times this whole forgiveness thing was a clause added by the church so leaders can get away with atrocious things and people will feel guilty about uprising.",UCRS1j7Az_RSNoZ5SmPF_g9g,2023-01-26T02:17:27Z
,,,,"Trevor, oh man,  how do you do it?  how do you watch all these clips and not lose your mind hahaha, these dang Christians ugh",UCGEg7a9BkZzQqx5q2brSmrA,2023-01-26T00:26:00Z
,,,,"<a href=""https://www.youtube.com/watch?v=B_-kjctRjUs&amp;t=12m45s"">12:45</a><br><br>Thank you for saying this. I had a friend who recently tried to get back into my life &amp; I just can’t because I’ve bee too hurt &amp; no longer trust them. This was very validating &amp; reaffirming to me that I’m not being cruel",UCYSxMaUDk9ELkHtJGvw4-Wg,2023-01-25T16:04:42Z
,,,,"I went through what that girl went through just on a different level where my youth pastor used my story I shared in a prayer group of my upbringing that I didn’t even want to share to begin with but I felt peer pressure since 25+ people shared some of their stories and I got a dirty look from people that Peer pressure look to say something because every other time I went to prayer group I kept my mouth shut because I don’t like talking about my private issues to mostly strangers and I opened up and cried as I shared my trauma from my upbringing that I did not want to bring up or share and he used it by “saving me with the sinners prayer” as a way of him being better/as a prop for power,but in reality god has saved me within my own life through multiple experiences which have helped me through out my healing process,not my emotionally manipulative abusive youth pastor and I will not forgive him or anyone else in the church for supporting this type of abuse  I will hold him accountable and others who support this if anyone asks me about him or his support of it, it’s plain wrong!",UCbfB-efcznzZm1LmC2J41cQ,2023-01-25T09:14:55Z
,,,,"Church provides such an incredibly convenient environment for abusers!<br>1) Pastor abuses someone.<br>2) Victim is shamed into forgiving abuser because &quot;only God can pass judgement&quot; and anger is sin.<br>3) Pastor prays for forgiveness because &quot;God forgives all sinners who believe in him, all sins are equal, yadda yadda&quot;.<br>4) Pastor abuses someone again...<br>And so on and on for decades, centuries, etc.",UCbjadMmzOmCyLnNT0Ew6Kog,2023-01-25T02:14:33Z
,,,,"Trevor, I don&#39;t know how you can listen to Mark Clark for more than 2 minutes. His raspy voice is so annoying.",UCADD1U0f9nDri91una8z0xg,2023-01-24T15:20:46Z
,,,,"Honestly my problem with this isn’t that they’re telling people to forgive. From a psychological standpoint that is correct, holding on to pain does cause more pain but what does bother me is how if you don’t, you’re going to hell. It is true that wounds take time to heal even psychological so if I don’t heal fast enough, just like a broken arm or a broken bone, god will be angry. No. Saying you’re not allowed to be hurt, that’s dumb. You’re allowed to go through pain and you’re allowed to set limits to protect yourself. If I went camping and got attacked by an animal, you’re gonna learn what to do to make sure that doesn’t happen again. Some people will take precautions, some people just won’t go camping ever again. It’s like these pastors are telling people “if you go camping and you get attacked by a bear you should just forgive that bear and it won’t happen ever again”. It’s like no. If I know the dangers of camping and I see this I’m going to tell someone “hey these are the dangers of camping that guy is dumb” and then the pastors say “oh they’re just sinners cause they don’t believe that god will protect them”. Ya. Let’s go camping, I’ll take precautions and protection and you can go with you’re god friend and we’ll see who comes out safe.",UC2S87NIpFpM-u0yLga6aNvQ,2023-01-24T14:26:55Z
,,,,It’s sad that religion nowadays is aimed to placate the masses,UCZRNWWytC8lK4FqrUGGjTwA,2023-01-23T19:57:00Z
,,,,"Once I said to my mom that she&#39;s acting as if anger is the worst thing. And you know what she said? &quot;It is&quot; <br>We then got into a whole argument but that&#39;s beside the point. <br>I thought I had real problems just because a few times a week (or even less) I got angry. And instead of teaching me smart ways of dealing with it, I was thought to just repress it. Which you might have guessed made me even more angry. Not only was I angry at something, but then I was also angry at myself for being angry.",UCtpnzPC06k79He9PSv2tVNQ,2023-01-23T15:48:15Z
,,,,Dose god eat souls? Is god a soul eater?!,UCSmM-FevjdBjjvvIqpW3Oaw,2023-01-23T07:28:09Z
,,,,Am I the only one that thinks the guy in the red-lit room acts like The Joker?,UCPDubyNRT6v8YhnEcNe2UOA,2023-01-22T23:22:15Z
,,,,"There is something to be said for letting go of anger and forgiving. There are times when it is the most healing thing you can do for yourself as well as the person who has wronged you. As I listen to these snippets I just think that these preachers are sometimes very close to making a valid point. But Trevor is right that they take it too far. The choice to forgive and to &quot;let it go&quot; should not be compelled. You shouldn&#39;t tell others that they must forgive or that it is a sin not to forgive. On the one hand, there are common examples where holding on to active resentments and anger can destroy a person from within. But there are also examples where people who have been victimized and truly wronged are told nearly immediately that they are in the wrong for feeling trauma, mistrust and hurt. It&#39;s tricky to give people advice in this area, which is one reason why preachers applying broad principles based on their interpretation of the Bible can cause hurt people to feel shamed for feeling valid feelings of pain.",UC1GJwxDaJVi5XRXoPkg4eJg,2023-01-22T13:57:45Z
,,,,"if you have forgiven someone who you werent ready to forgive because you felt like you had to, unforgive that person. do it. its easy. just stop forgiving. someone needs to hear this so just unforgive them.",UCWeUuZQC0zU0QaKEM5Fn6GA,2023-01-22T12:17:08Z
,,,,So much preaching is just rotting men whinging and moaning about stuff that doesn&#39;t matter while ignoring the stuff that actually does.,UCqEou3TG8aSHvix0MBPOpdA,2023-01-21T20:30:11Z
,,,,Of course Mark Clark drives fucking slow enough for someone to pass him on the left before he turns left.,UC4F6MaNVLK48o2twritU0Pg,2023-01-20T19:29:16Z
,,,,"When the pastor describes critics of his sermon as &quot;ticked at the entire world,&quot; I can&#39;t help but notice how it&#39;s only evangelicals who are trying to change people.  We&#39;re only mad at them for trying to impose their faith and marching orders (they&#39;ll call it &quot;faith&quot;) on &quot;the entire world.&quot;  We&#39;re content enough to live and let live!<br><br>Sounds from here like a bit of deflection from this pastor.",UC4F6MaNVLK48o2twritU0Pg,2023-01-20T19:27:12Z
,,,,The black lives matter portion of this video won&#39;t age well🤔,UCH2nZCYnPowo84rpF52aKrg,2023-01-20T04:53:30Z
,,,,"I knew where he was going at <a href=""https://www.youtube.com/watch?v=B_-kjctRjUs&amp;t=37m00s"">37:00</a>, but I thought for sure he&#39;d carpenter it up and use a nail or two instead of f-ing tape! 😂",UCa3BeZFldxW-y2YufO6RbPg,2023-01-20T01:55:42Z
,,,,I was never allowed to be angry when it has a re ight t ok be angry to,UCLACRZMvyijp35uqti6xwcA,2023-01-19T23:55:31Z
,,,,who do christians hate more muslims or buddhists?,UCKwOry7iwIKRZeVJ-jlSfnw,2023-01-19T21:54:44Z
,,,,"It seems like to me that these pastors don&#39;t like to mention that resentment is a thing along with anger being a part of that resentment someone might have. Resentment is important to work on because it impacts you so much. I can say from experience because I had this random resentment because of a mental health worker I knew was leaving the program I was and still am in. I can honestly say that resentment destroys relationships but it can be let go of. Even if you don&#39;t believe in a higher power that&#39;s okay. I can understand why people don&#39;t believe in a God. Anyways, I have since then let go of the short lived resentment I had against the mental health worker I worked with. I know now that I need to work on resentment, especially the resentment that came because of what my dad did(which I won&#39;t mention here because I know this comment will be on the Internet forever.) and I think one day I will eventually forgive my dad but yeah, the fact the these pastors don&#39;t think that resentment is a sometimes occurring thing with anger sucks.",UC5FZ_w3l7ThM-Qb-1gvxjeA,2023-01-19T19:24:30Z
,,,,"“Have you violated the lord’s daughters?”<br>Have you heard of projection, Jon?",UCJCO4AWx54l6mQggLg7Zg9w,2023-01-19T07:57:56Z
,,,,"<a href=""http://www.youtube.com/results?search_query=%23metoo"">#metoo</a> as just a cycle of anger is a bizarre take. Is any protest against injustice just a cycle and we are supposed to just lay down and take whatever anyone does to us? Oh, then why did those same churches keep meeting when the law said not too? Isn&#39;t that just an angry reaction?",UCBYEw7YeKQiZIa1bwkLxc0Q,2023-01-19T03:03:14Z
,,,,Ben Stuart is straight ripping off Kyle Kinanes cadence and style.,UCyDiCqaEnbqD84By4KWHsiw,2023-01-19T00:49:19Z
,,,,"hey, thanks a ton for doing what you can to protect others from someone who took advantage of you. I wish I had the guts to do the same, but my white whale is an ex-friend&#39;s abuser – not my own – and not someone I could healthily look up anyways.",UCcaNRKqB4lv1swDP6g0-Qyw,2023-01-18T23:40:57Z
,,,,Tf. That guy talking about that child molester is a fucking monster.,UCjznCqQd3u9r_mmJ-wLM2EQ,2023-01-18T17:24:47Z
,,,,"Anger is a complicated subject for me, because I have been the victim of someone who used their anger as a method to abuse and control me. So I agree that there are bad types of anger. But most of these pastors seem to think that my anger at being treated that way, at my family being treated that way, is just as bad, if not worse than the anger that does actually harm people. I see my anger as a good thing, it keeps me safe and it keeps my family safe because I won&#39;t let that person or anyone else like them into my life again. But these Christians would condemn me for that more than they would the harmful type of anger that is used to actually hurt and control people. Make it make sense.",UC61Bu4-asi2HZrjSCLO9IOQ,2023-01-18T17:14:12Z
,,,,Keep up the good work! 💪,UC5-MY3y0AF2r1exiK61SDEQ,2023-01-18T15:10:06Z
,,,,"I like how that one guy was claiming his road rage was a just anger because the other driver is definitely going to kill others if the preacher guy didn&#39;t stop him (?????). I suppose once they caught up Preacher was gonna gently tap on the drivers window and have a calm conversation about road safety that would end with our reckless driver coming to the Lord. What a good plan. Perfectly logical and not at all reckless, childish, self-indulgent behavior.",UC0kJt9hp70_WehTA4JUHOLA,2023-01-18T12:28:49Z
,,,,Letting go of anger does not require reinstating trust. Just saying.,UCZmcEeVlMmcn2rvrpMxI-xw,2023-01-18T05:49:01Z
,,,,"I actually liked Mark Clark&#39;s definition of wrath. It sounded pretty accurate and good to me. But then he immediately went into &quot;this is a sin because...&quot; Based on the definition YOU GAVE, I don&#39;t see how it&#39;s so bad? &quot;An emotion of resentment towards others or circumstances that arises out of self-preservation and one&#39;s life or ego being threatened.&quot; How is self-preservation and anger at threatening circumstances a bad thing? When I was still catholic and taking part in CCD, I remember being taught about the deadly sins. The way it was explained to me was that none of the sins are inherently bad; it&#39;s only when they&#39;re taken to the extreme that they become &#39;sinful&#39;. They told the Jesus in the temple story, where he goes apeshit on the people selling things and doing business in a sacred place, and how that exemplified righteous anger. It was taught to me that it is good to be angry in situations of injustice, so long as we aim that vector in a direction that continues to follow our morals. I don&#39;t believe in the catholic version of right and wrong anymore, but I think that&#39;s one message that stuck with me, and that I continue to apply to my new life view. It&#39;s okay, and even necessary to use our anger as a force to fight against an unfair world.",UCee2aogBX1MBquC2G1rsWDg,2023-01-17T15:45:31Z
,,,,"I hate some of these people are willing to use stuff that you can not process and you can not forgive  as a way to tell you if you don&#39;t you are going to be tortured in Hell eternally. I recall one wonderful Christian lady telling the Harrowing story of CorrieTen Boom. She was in a Nazi concentration Camp because she refused to follow Hitler  she refused to hate those she was told to hate and she helped tye Jews and other groups whom the Nazis wanted to wipe from the face of tye Earth. <br>Once a former Guard at the camp turned up to hear Corrie preach and he approached her afterwards. She froze, rooted to the spot, and she says it was as if an unseen force made her shake his hand and not only forgive him but pray with him. <br>I recall the person preaching pretty much implying that if she could do that then we as Christians should do the same with our abusers and those who have hurt us. I found that implication deeply disturbing especially for those of us who have bee  deeply traumatised. We simply have no obligation to forgive. It&#39;s a choice and God is not holding even our unforgivnwss against us. We need to consider what in the end is best for us as we live out the rest of our lives.",UCRlsjGruanHZKL0pMHrwW_w,2023-01-17T14:34:56Z
,,,,That cross-taping sequence is so clumsy and awkward. <br><br>I always hated object lessons like this. They always act like it&#39;s profound that two sticks overlapping look like their religious symbol.,UCRU3fmbuoh7yoAqFq4N66cg,2023-01-17T11:52:29Z
,,,,"<b>If &quot;sin&quot; is a crime against God, then that makes God, a </b><b><i>&quot;victim of crime&quot;</i></b><b> .</b><br>Yet God can&#39;t be a &quot;victim of crime&quot; if he&#39;s <i>&quot;all powerful&quot;.</i> <br><i>But if that&#39;s true, then that would make sin, a &quot;victimless crime&quot;.</i>",UCWqpcDZfJpqfdjezp50bGbA,2023-01-17T09:17:52Z
,,,,"<b>The Bible =</b> <i>&quot;Gods words &amp; instructions&quot;.</i><br>As written, interpreted &amp; spoken from the minds of men.<br><b>Faith in the Bible =</b> <i>Faith in man.</i>",UCWqpcDZfJpqfdjezp50bGbA,2023-01-17T08:55:54Z
,,,,"How can an <i>&quot;all powerful &amp; all knowing God&quot;,</i> possibly be jealous or angry?<br><b>Yet the Biblical God brags about having these traits.</b><br>He also admits to creating &quot;evil&quot;, something that he would never have to be a victim of.<br><i>Yahweh, a &quot;supremely flawed character&quot;.</i>",UCWqpcDZfJpqfdjezp50bGbA,2023-01-17T08:53:57Z
,,,,&quot;Angry gets shit done.&quot; -Anansi<br><br>really love that quote from American Gods,UCaz-5j73poCYTDvU713H-uw,2023-01-17T06:04:37Z
